sys_id,product_id,product_name,product_en_name,category,supplier_name,brand_name,keyword,description,data_time,data_status
1535780,38661,女神節 首波 深度撫紋逆齡組,Goddess Festival first wave Deep Wrinkle Reverse Age Group,彩妝,(Dr.Cink)新高橋生技股份有限公司,DR.CINK,"女神節,首波,深度撫紋逆齡組",女神節 首波 深度撫紋逆齡組,2023-07-25 14:18:55.180,1
1554802,19624,【FM Shoes】韓-波西流蘇球球綁帶涼鞋(杏),【FM Shoes】Bohemia Tassel Lace-up Sandals(Beige),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,69163Sandals,杏色涼鞋,Beige Sandals,平底涼鞋,綁帶涼鞋,繞踝涼鞋,流蘇涼鞋,流蘇綁帶涼鞋,繫帶涼鞋",,2023-07-25 14:18:55.180,1
1554806,19620,【FM Shoes】韓-漆皮細帶趾環楔型涼鞋(粉),【FM Shoes】Patent Leather Toe-Ring Wedges(Pink),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,69643Wedges,粉色涼鞋,Pink Sandals,厚底涼鞋,Platforms,粉色楔型鞋,楔型涼鞋,漆皮涼鞋,粉色厚底涼鞋,低跟涼鞋",,2023-07-25 14:18:55.180,1
1554807,19619,【FM Shoes】韓-漆皮細帶趾環楔型涼鞋(黑),【FM Shoes】Patent Leather Toe-Ring Wedges(Black),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,69643Wedges,黑色涼鞋,Black Sandals,厚底涼鞋,Platforms,黑色楔型鞋,楔型涼鞋,漆皮涼鞋,黑色厚底涼鞋,低跟涼鞋",,2023-07-25 14:18:55.180,1
1554808,19618,【FM Shoes】韓-漆皮細帶趾環楔型涼鞋(銀),【FM Shoes】Patent Leather Toe-Ring Wedges(Silver),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,69643Wedges,銀色涼鞋,Silver Sandals,厚底涼鞋,Platforms,銀色楔型鞋,楔型涼鞋,漆皮涼鞋,銀色厚底涼鞋,低跟涼鞋",,2023-07-25 14:18:55.180,1
1554818,19608,【FM Shoes】NeuTral輕量彈性絨帶休閒涼鞋-大尺碼(灰),【FM Shoes】NeuTral Lightweight Sandals(Grey),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,Lightweight Sandals,輕量涼鞋,灰色涼鞋,Grey Sandals,彈性布涼鞋,彈性帶涼鞋",,2023-07-25 14:18:55.180,1
1554819,19607,【FM Shoes】NeuTral輕量彈性絨帶休閒涼鞋-大尺碼(粉),【FM Shoes】NeuTral Lightweight Sandals(Pink),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,Lightweight Sandals,輕量涼鞋,粉色涼鞋,Pink Sandals,彈性布涼鞋,彈性帶涼鞋",,2023-07-25 14:18:55.180,1
1554827,19599,【FM Shoes】Kimy聯名款-金屬雙帶穆勒鞋(灰),【FM Shoes】Kimy Limited-Metal Double Belt Pointy Toe Mules(Grey),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,6840KimyLimited,Pointy Toe Mules,Beige Mules,雙帶穆勒鞋,尖頭穆勒鞋,灰色穆勒鞋,灰色尖頭鞋,灰色平底鞋,穆勒平底鞋",,2023-07-25 14:18:55.180,1
1554833,19593,【FM Shoes】韓-民族風球球繞踝拖鞋(杏),【FM Shoes】Folk Style Flats(Beige),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,民族風涼鞋,民族風拖鞋,球球拖鞋,球球涼鞋,平底涼鞋,平底拖鞋,繞踝涼鞋,米色涼鞋,杏色涼鞋,Folk Style Flats,Beige Flats",,2023-07-25 14:18:55.180,1
1554838,19588,【FM Shoes】NeuTral輕量漆皮休閒拖鞋-大尺碼(黑),【FM Shoes】NeuTral Patent Leather Slipper(Black),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,漆皮鞋,黑色漆皮鞋,黑色拖鞋,平底拖鞋,NeuTral Slipper,Black Slipper,Patent Leather Slipper,漆皮拖鞋,黑色休閒拖",,2023-07-25 14:18:55.180,1
1554847,19579,【FM Shoes】3mm乳膠除臭真皮鞋墊,【FM Shoes】3mm Emulsion Deodorization Insole,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,Insloe,鞋材配件,Shoes Accessories,矽膠鞋墊,防磨鞋墊,Silicone insole,涼感鞋墊,乳膠鞋墊,真皮鞋墊,除臭鞋墊,抗菌鞋墊",,2023-07-25 14:18:55.180,1
1555385,19040,【FM Shoes】Kimy聯名款-金屬雙帶穆勒鞋(黑),【FM Shoes】Kimy Limited-Metal Double Belt Pointy Toe Mules(Black),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,6840KimyLimited,Pointy Toe Mules,Black Mules,雙帶穆勒鞋,尖頭穆勒鞋,黑色穆勒鞋,黑色尖頭鞋,黑色平底鞋,穆勒平底鞋",,2023-07-25 14:18:55.180,1
1555386,19039,【FM Shoes】Kimy聯名款-金屬雙帶穆勒鞋(杏),【FM Shoes】Kimy Limited-Metal Double Belt Pointy Toe Mules(Beige),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,6840KimyLimited,Pointy Toe Mules,Beige Mules,雙帶穆勒鞋,尖頭穆勒鞋,杏色穆勒鞋,杏色尖頭鞋,杏色平底鞋,穆勒平底鞋",,2023-07-25 14:18:55.180,1
1555387,19038,【FM Shoes】Kimy聯名款-金屬雙帶穆勒鞋(綠),【FM Shoes】Kimy Limited-Metal Double Belt Pointy Toe Mules(Light Green),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,6840KimyLimited,Pointy Toe Mules,Light Green Mules,雙帶穆勒鞋,尖頭穆勒鞋,淺綠穆勒鞋,淺綠尖頭鞋,淺綠平底鞋,穆勒平底鞋",,2023-07-25 14:18:55.180,1
1555388,19037,【FM Shoes】Kimy聯名款-金屬雙帶穆勒鞋(黃),【FM Shoes】Kimy Limited-Metal Double Belt Pointy Toe Mules(Yellow),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,6840KimyLimited,Pointy Toe Mules,Yellow Mules,雙帶穆勒鞋,尖頭穆勒鞋,黃色穆勒鞋,黃色尖頭鞋,黃色平底鞋,穆勒平底鞋",,2023-07-25 14:18:55.180,1
1555389,19036,【FM Shoes】Kimy聯名款-金屬雙帶穆勒鞋(粉),【FM Shoes】Kimy Limited-Metal Double Belt Pointy Toe Mules(Pink),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,6840KimyLimited,Pointy Toe Mules,Pink Mules,雙帶穆勒鞋,尖頭穆勒鞋,淺粉穆勒鞋,淺粉尖頭鞋,淺粉平底鞋,穆勒平底鞋",,2023-07-25 14:18:55.180,1
1555395,19030,【FM Shoes】超軟金屬環尖頭包鞋(杏),【FM Shoes】Metal Buckle Pointy-Toe Flats(Beige),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,6963Flats,Metal Buckle Flats,Pointy-Toe Flats,尖頭平底鞋,金屬釦環平底鞋,平底尖頭鞋,杏色平底鞋,杏色尖頭鞋,Beige Flats",,2023-07-25 14:18:55.180,1
1555398,19027,【FM Shoes】編織不收邊魚口涼鞋(棕),【FM Shoes】Peep-Toe Sandals(Light Brown),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FM15OFF,FMShoes,Peep-Toe Sandals,Light Brown Sandals,魚口涼鞋,平底涼鞋,露趾涼鞋,編織涼鞋,編織平底涼鞋,Light Brown Flats,Flat Sandals",,2023-07-25 14:18:55.180,1
1555400,19025,【FM Shoes】縫線金跟穆勒鞋(米),【FM Shoes】Mules(Beige),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,Beige Mules,平底穆勒鞋,米色穆勒鞋,穆勒拖",,2023-07-25 14:18:55.180,1
1555422,19003,【FM Shoes】訂製款-優雅風格側挖空平底包鞋(黑),【FM Shoes】Pointy-Toe Flats(Black),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,FM1202Flats,尖頭平底鞋,黑色尖頭鞋,黑色平底鞋,平底尖頭鞋,尖頭包鞋,麂皮平底鞋,Pointy-Toe Flats,Black Flats",,2023-07-25 14:18:55.180,1
1555423,19002,【FM Shoes】訂製款-優雅風格側挖空平底包鞋(米),【FM Shoes】Pointy-Toe Flats(Beige),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,FM1202Flats,尖頭平底鞋,米色尖頭鞋,米色平底鞋,杏色尖頭鞋,杏色平底鞋,平底尖頭鞋,尖頭包鞋,麂皮平底鞋,Pointy-Toe Flats,Beige Flats",,2023-07-25 14:18:55.180,1
1555445,18980,【FM Shoes】Kimy聯名款-質感尖頭高跟鞋(粉),【FM Shoes】Kimy Limited-Pointy Toe High Heels(Pink),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,6831KimyLimited,尖頭高跟鞋,粉色尖頭鞋,粉色高跟鞋,麂皮高跟鞋,尖頭細跟鞋,Pointy Toe High Heels,Pink Stilettos,Pink High Heels",,2023-07-25 14:18:55.180,1
1555447,18978,【FM Shoes】Kimy聯名款-質感尖頭高跟鞋(杏),【FM Shoes】Kimy Limited-Pointy Toe High Heels(Beige),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,6831KimyLimited,尖頭高跟鞋,杏色尖頭鞋,杏色高跟鞋,麂皮高跟鞋,尖頭細跟鞋,Pointy Toe High Heels,Beige Stilettos,Beige High Heels",,2023-07-25 14:18:55.180,1
1556054,18371,【FM Shoes】JJ-編織方頭低跟包鞋(卡其),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,6486Loafer,編織樂福鞋,編織便鞋,編織懶人鞋,編織包鞋,方頭樂福鞋,杏色樂福鞋,Beige Loafer,Square-Toe Loafer,Woven Loafer",,2023-07-25 14:18:55.180,1
1556055,18370,【FM Shoes】JJ-編織方頭低跟包鞋(綠色),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,6486Loafer,編織樂福鞋,編織便鞋,編織懶人鞋,編織包鞋,方頭樂福鞋,墨綠樂福鞋,Blackish Green Loafer,Square-Toe Loafer,Woven Loafer",,2023-07-25 14:18:55.180,1
1556059,18366,【FM Shoes】前V口剪裁粗跟短靴(黑色),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,黑色短靴,黑色踝靴,Black Boots,Ankle Boots,拉鍊踝靴,拉鍊短靴,黑色粗跟靴,黑色粗跟踝靴,Pointy-Toe Boots,高跟踝靴",,2023-07-25 14:18:55.180,1
1556091,18334,【FM Shoes】金屬繞邊毛毛休閒拖鞋,,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,毛毛拖鞋,休閒拖鞋,QQ毛拖鞋,韓系拖鞋,Fleece Slippers,黑色毛毛拖,綠色毛毛拖,灰色毛毛拖,Black Slippers,Grey Slippers,Blackish Green",,2023-07-25 14:18:55.180,1
1556608,17817,【FM Shoes】NeuTral-防潑水防磨腳懶人鞋(淺粉),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,00006765Loafer,NeuTralLoafer,防水懶人鞋,防磨懶人鞋,淺粉樂福鞋,淺粉平底鞋,淺粉休閒鞋,粉色樂福鞋,Pink Loafer",,2023-07-25 14:18:55.180,1
1556609,17816,【FM Shoes】NeuTral-防潑水防磨腳懶人鞋(灰),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,00006765Loafer,NeuTralLoafer,防水懶人鞋,防磨懶人鞋,淺灰樂福鞋,淺灰平底鞋,淺灰休閒鞋,灰色樂福鞋,Grey Loafer",,2023-07-25 14:18:55.180,1
1556610,17815,【FM Shoes】NeuTral-防潑水防磨腳懶人鞋(深藍),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,00006765Loafer,NeuTralLoafer,防水懶人鞋,防磨懶人鞋,深藍樂福鞋,深藍平底鞋,深藍休閒鞋,深藍樂福鞋,Blue Loafer",,2023-07-25 14:18:55.180,1
1556611,17814,【FM Shoes】NeuTral-防潑水防磨腳懶人鞋(粉桃),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,00006765Loafer,NeuTralLoafer,防水懶人鞋,防磨懶人鞋,粉桃樂福鞋,粉色平底鞋,粉色休閒鞋,粉色樂福鞋,Pink Loafer",,2023-07-25 14:18:55.180,1
1556624,17801,【FM Shoes】JJ-條紋尖頭高跟穆勒鞋,【FM Shoes】JJ-Pointy Toe Mules,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,Pointy Toe,Mules,尖頭跟鞋,尖頭穆勒鞋,黑色穆勒鞋,杏色穆勒鞋,米色穆勒鞋,穆勒高跟鞋,穆勒跟鞋,Black Mules,Beige Mules",,2023-07-25 14:18:55.180,1
1556630,17795,【FM Shoes】NeuTral-二代洞洞涼感懶人鞋(粉)-大尺碼,,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,00006943Loafer,NeuTralLoafer,洞洞懶人鞋,涼感懶人鞋,洞洞樂福鞋,洞洞涼感鞋,粉色平底鞋,粉色休閒鞋,粉色樂福鞋,Pink Loafer",,2023-07-25 14:18:55.180,1
1556636,17789,【FM Shoes】韓-皮革洞洞休閒鞋(灰色),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,真皮平底鞋,懶人鞋,灰色洞洞鞋,灰色懶人鞋,灰色便鞋,灰色樂福鞋,Grey Loafer,Canvas Shoes,防水洞洞鞋",,2023-07-25 14:18:55.180,1
1556644,17781,【FM Shoes】韓-方頭防磨低跟包鞋(杏色),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,00006391Chunky,Beige Chunky,方頭粗跟鞋,方頭低跟鞋,杏色低跟鞋,杏色粗跟鞋,Beige Heel,Beige Block Heel",,2023-07-25 14:18:55.180,1
1556645,17780,【FM Shoes】韓-方頭防磨低跟包鞋(黑色),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,00006391Chunky,Black Chunky,方頭粗跟鞋,方頭低跟鞋,黑色低跟鞋,黑色粗跟鞋,Block Heel,Black Block Heel",,2023-07-25 14:18:55.180,1
1556646,17779,【FM Shoes】韓-方頭防磨低跟包鞋(紅色),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,00006391Chunky,Red Chunky,方頭粗跟鞋,方頭低跟鞋,紅色低跟鞋,紅色粗跟鞋,Block Heel,Red Block Heel,酒紅粗跟鞋",,2023-07-25 14:18:55.180,1
1556647,17778,【FM Shoes】韓-方頭防磨低跟包鞋(灰色),,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,00006391Chunky,Grey Chunky,方頭粗跟鞋,方頭低跟鞋,灰色低跟鞋,灰色粗跟鞋,Block Heel,Grey Block Heel",,2023-07-25 14:18:55.180,1
1556914,17511,【FM Shoes】韓-帆布休閒穆勒鞋,【FM Shoes】Korea Casual Canvas Mules Flat,流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"FMShoes,穆勒鞋,後踩鞋,帆布穆勒鞋,帆布鞋,白色帆布鞋,紅色帆布鞋,黑色帆布鞋,綠色帆布鞋,黃色帆布鞋,白鞋,黑鞋,紅鞋,綠鞋,黃鞋",厚織帆布面料 透氣棉布內裡 橡膠防滑刻紋底,2023-07-25 14:18:55.180,1
1556929,17496,【FM Shoes】NeuTral-微笑防潑水帆布鞋(粉),【FM Shoes】NeuTral-Waterproof Canvas Shoes (Pink ),流行,(FM Shoes) 米斯國際有限公司,FM Shoes,"00007048Canvas,FMShoes,NeuTral系列,防潑水帆布鞋,帆布鞋,防水帆布鞋,粉色帆布鞋,粉色鞋,粉色布鞋,防水鞋",透氣防潑 特殊升級面料 修飾顯瘦 弧形楦頭造型 品牌獨家 布標LOGO,2023-07-25 14:18:55.180,1
1561449,12966,【Qmomo】獨家款！涼感推推第3代 平口新體驗美背J型鋼圈成套內衣(冰絲棉條紋 A-H),【Qmomo】Strapless bra(Stripe A-F),內衣,(Qmomo)愛桃子有限公司,Qmomo,"StraplessPushupBra,Qmomo涼感內衣,Qmomo推推系列,涼感推推內衣,涼感平口內衣,無痕平口內衣,無痕內衣,平口推推,條紋平口內衣",Q momo 2015 JUN、隆重推出『涼感推推』，歷經半個月完銷證明！  歷經10個月的五萬多套銷售統計及客戶反映，我們再度推出『三代推推』  改良內容如下：    背帶隨意扣->夏日更百搭，不論是平口、繞頸、斜肩  增加膠骨->穿著時更穩定，伏貼身形，不擠肉肉    ●運用人體工學靠抓力支撐，不需勒緊也不會下滑  ●重金打造『任意扣背帶』，側釦肩帶也不歪斜。變換肩帶也ＯＫ！  ●土台兩側皆有膠片設計，讓後片不易捲曲，怎麼跳都服貼穩定  ●PUSH UP！罩杯本身具有厚度，另外Q襯墊厚度約 1 公分   ●鋼圈角度將胸型集中托高，側胸非常飽滿 ●側邊較一般平內衣包覆，且舒適度佳  ●一體成形的透氣模杯，形狀平順無接縫痕跡  ●3x4排扣背勾，可依身形變化，提供更大的空間  ●使用透氣模杯 吸濕排汗鳥眼布 透氣Q襯墊。讓胸部不再悶熱  ●後片內層為網布，耐穿耐洗，下水不易變鬆  ●表布較不透，可隨心所欲直接外穿,2023-07-25 14:18:55.180,1
1561452,12963,【Qmomo】甜膩漫舞 W鋼圈手托前扣成套內衣(雙莓起司-粉紫) A-F,【Qmomo】 W-Rim Push-up Front-Close Bra(Pink A-F),內衣,(Qmomo)愛桃子有限公司,Qmomo,"Qmomo甜膩漫舞W鋼圈手托前扣成套內衣,Qmomo前扣式內衣,W鋼圈前扣式內衣,Qmomo馬卡龍色系內衣,W鋼圈爆乳內衣,W鋼圈集中爆乳內衣,Qmomo獨家款,Qmomo粉紫色W鋼圈內衣",粉色撞紫色、藍色搭綠色，最甜蜜的馬卡龍色系組合，撞色教主登場～ Ｗ手托鋼圈給妳完美的集中包覆感，視覺立即提升 下厚上薄杯型，簡單擁有超強爆乳效果 超人氣前扣穿脫設計，側邊肉肉輕鬆前推，自己的深溝自己扣！ 前扣採奢華銀色配色，極致奢華質感大幅提升 小褲裁上飄逸不吃屁股的蕾絲，修飾臀部曲線，給你修長身型、完美比例～,2023-07-25 14:18:55.180,1
1561453,12962,【Qmomo】甜膩漫舞 W鋼圈手托前扣成套內衣(薄荷雪酪-藍綠) A-F,【Qmomo】 W-Rim Push-up Front-Close Bra(Mint Green A-F),內衣,(Qmomo)愛桃子有限公司,Qmomo,"Qmomo甜膩漫舞W鋼圈手托前扣成套內衣,Qmomo前扣式內衣,W鋼圈前扣式內衣,Qmomo馬卡龍色系內衣,W鋼圈爆乳內衣,W鋼圈集中爆乳內衣,Qmomo獨家款,Qmomo薄荷奶酪W鋼圈內衣",粉色撞紫色、藍色搭綠色，最甜蜜的馬卡龍色系組合，撞色教主登場～ Ｗ手托鋼圈給妳完美的集中包覆感，視覺立即提升 下厚上薄杯型，簡單擁有超強爆乳效果 超人氣前扣穿脫設計，側邊肉肉輕鬆前推，自己的深溝自己扣！ 前扣採奢華銀色配色，極致奢華質感大幅提升 小褲裁上飄逸不吃屁股的蕾絲，修飾臀部曲線，給你修長身型、完美比例～,2023-07-25 14:18:55.180,1
1562192,12223,【Qmomo】邂逅赫本 睫毛蕾絲無襯性感成套內衣(黑 M-XXL),【Qmomo】Eyelashes Lace Sexy One-Piece(Black M-XXL),內衣,(Qmomo)愛桃子有限公司,Qmomo,"Qmomo,Qmomo邂逅赫本睫毛蕾絲無襯性感成套內衣,睫毛蕾絲無襯性感成套內衣,睫毛蕾絲成套內衣,睫毛蕾絲性感內衣,無襯性感內衣,睫毛蕾絲內衣,無鋼圈內衣,可外穿內衣",可以外穿的睫毛蕾絲內衣  若隱若現的設計 給予你開啟性感的鑰匙_x000B__x000B_  薄蕾絲剪裁而成 不只舒服滿分 性感更是大加分 無鋼圈、零襯墊 毫無束縛感 贈送波波襯墊 建議露點者可搭配手縫使用,2023-07-25 14:18:55.180,1
1562197,12218,【Qmomo】悠遊深呼吸第二代無鋼圈側邊加壓成套內衣(粉 B-E),【Qmomo】 Deep Breath Wireless Bra Set (Pink B-E),內衣,(Qmomo)愛桃子有限公司,Qmomo,"Qmomo,Qmomo悠遊深呼吸第二代無鋼圈側邊加壓成套內衣,Qmomo悠遊深呼吸無鋼圈內衣,無鋼圈內衣,粉色無鋼圈內衣,Qmomo悠遊深呼吸第二代無鋼圈內衣,粉色無鋼圈成套內衣","無鋼圈 x 低脊心  樂活舒適新時代穿著  側邊軟插條加固 將副乳完全收復 Ｕ型美背設計 完美貼合修飾背部曲線 胸前點綴小蝴蝶結 打破無痕鋼圈內衣樸實設計的印象 可愛有型 成套內衣配褲均搭配固定尺寸及褲型,可接受再下單 ★此款還有黑色★",2023-07-25 14:18:55.180,1
